"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","2712","0","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","45","50","6","36.497971","0","50"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","27","29","1","23.993450","0","29"
"/Game/Levels/Astroid_Belt/SKY/Astroid_sky.Astroid_sky","0","5","6","1","5.675585","0","6"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","1.992540","0","2"
"/Game/Ship/Ship_Assets/Ship_mat.Ship_mat","0","13","14","1","12.911513","0","14"
"/Game/Shop/Powerups/Materials/Shield_down.Shield_down","0","29","29","1","28.548981","0","29"
"/Game/Shop/Powerups/Materials/Shield_Mat.Shield_Mat","0","29","29","1","24.148890","0","29"
"/Game/RocketThrusterExhaustFX/Materials/M_Thrusters.M_Thrusters","0","6","6","1","4.578765","0","6"
"/Game/RocketThrusterExhaustFX/Materials/M_HeatHaze.M_HeatHaze","0","40","40","1","137.457077","0","40"
"/Game/RocketThrusterExhaustFX/Materials/M_Smoke.M_Smoke","0","36","36","1","28.722149","0","36"
"/Game/RocketThrusterExhaustFX/Materials/M_Particulate.M_Particulate","0","6","6","1","4.330954","0","6"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","1.875534","0","2"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","16","18","1","16.940561","0","18"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","4.734558","0","6"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","5","5","1","3.739182","0","5"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","1.516563","0","2"
"","0","1","0","1","0.000000","1","0"
"/Engine/VREditor/UI/KeyDiskMaterial.KeyDiskMaterial","0","3","3","1","2.166990","0","3"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","25","27","1","22.043205","0","27"
"/InterchangeAssets/gltf/M_Default.M_Default","0","242","260","6","595.483887","0","260"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","3","3","1","1.190403","0","3"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","3","3","1","1.059830","0","3"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","21","21","1","16.680450","0","21"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","63","1","34.035362","0","63"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","30","32","1","27.844524","0","32"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","24","24","1","17.221685","0","24"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","8","9","1","5.846848","0","9"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","234","244","6","410.704407","0","244"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","234","244","6","541.043152","0","244"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","90","100","6","75.047569","0","100"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","60","63","1","51.863647","0","63"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","60","63","1","0.000000","0","63"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","242","260","6","459.597412","0","260"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","92","98","1","82.248520","0","98"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","76","76","2","1053.764648","0","76"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","2.364305","0","5"
"/Engine/Functions/Engine_MaterialFunctions02/ExampleContent/GradientMap_Multi_Example.GradientMap_Multi_Example","0","12","12","1","10.997002","0","12"
"/Game/Ship/Ship_Assets/spaceship/source/SpaceShip/Material_003.Material_003","0","12","12","1","10.165699","0","12"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","21","21","1","19.334545","0","21"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","21","21","1","18.028612","0","21"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","33","33","1","31.027962","0","33"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","40","46","2","38.741234","0","46"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","10","10","1","8.204901","0","10"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","0","13","13","1","5.462636","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","0","25","27","1","18.186417","0","27"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","0","25","27","1","20.570353","0","27"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","0","13","13","1","6.686984","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","0","13","13","1","6.032292","0","13"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","54","58","1","67.741989","0","58"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","80","84","1","91.579048","0","84"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","12","12","1","7.419922","0","12"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","25","25","1","11.430265","0","25"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","2.397532","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","1.353807","0","5"
"/Engine/EditorMaterials/Utilities/LinearColorPicker_MAT.LinearColorPicker_MAT","0","12","12","1","10.531525","0","12"
"/Engine/VREditor/LaserPointer/M_LaserPointer-Core.M_LaserPointer-Core","0","6","6","1","4.843361","0","6"
"/Engine/VREditor/LaserPointer/LaserPointerMaterial.LaserPointerMaterial","0","4","4","1","4.538559","0","4"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","0","6","6","1","4.164243","0","6"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","30","35","1","27.696480","0","35"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","21","21","1","20.699722","0","21"
"/Game/Enemies/Fighter/sci-fi-aircraft-spaceship-fighter/NewMaterial.NewMaterial","0","12","12","1","9.962728","0","12"
"/Game/Levels/asteroids-pack-metallic-version/source/Material__3.Material__3","0","12","12","1","10.163916","0","12"
"/Game/RocketThrusterExhaustFX/Materials/M_Plume_Smoke.M_Plume_Smoke","0","36","36","1","31.816214","0","36"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","12","12","1","7.392228","0","12"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","9","9","1","5.848835","0","9"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","15","15","1","9.375985","0","15"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","6","1","4.596095","0","6"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","12.345489","0","12"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","3","3","1","1.373465","0","3"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","24","1","20.880358","0","24"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","3","3","1","1.298186","0","3"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","12","12","1","0.000000","0","12"
"/Engine/VREditor/TransformGizmo/Main.Main","0","3","3","1","1.229174","0","3"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","25","25","1","10.260129","0","25"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","54","54","1","44.025833","0","54"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","21","21","1","20.238945","0","21"
"/Game/Levels/asteroids-pack-metallic-version/textures/astroidMat.astroidMat","0","24","24","1","16.268431","0","24"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","33","33","1","30.517754","0","33"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","33","33","1","27.968866","0","33"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","54","54","1","19.934933","0","54"
