"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","2712","0","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","3","3","1","3.343489","0","3"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","3","3","1","2.552756","0","3"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","1.918428","0","2"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","16","18","1","28.423727","0","18"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","5.476079","0","6"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","1.992022","0","2"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","100","100","1","732.823792","0","100"
"/Engine/EngineDebugMaterials/HeatmapMaterial.HeatmapMaterial","0","3","3","1","2.319767","0","3"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","40","46","2","54.194500","0","46"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","45","50","6","43.818718","0","50"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","10","10","1","9.977161","0","10"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","0","13","13","1","6.921855","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","0","25","27","1","22.325998","0","27"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","0","25","27","1","24.388504","0","27"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","0","13","13","1","7.927470","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","0","13","13","1","7.399992","0","13"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","54","58","1","86.198051","0","58"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","80","84","1","112.835907","0","84"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","2.671535","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","1.664683","0","5"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","9","9","1","7.013068","0","9"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","15","15","1","11.828914","0","15"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","54","54","1","55.943962","0","54"
"/Game/Enemies/Fighter/sci-fi-aircraft-spaceship-fighter/NewMaterial.NewMaterial","0","12","12","1","13.565472","0","12"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","25","25","1","14.449330","0","25"
"/Game/Ship/Ship_Assets/Ship_mat.Ship_mat","0","13","14","1","15.597411","0","14"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","12","12","1","9.401048","0","12"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","3","3","1","1.463850","0","3"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","5","5","1","3.208501","0","5"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","2.443949","0","2"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","25","27","1","31.191425","0","27"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","30","32","1","38.276520","0","32"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","24","24","1","24.905388","0","24"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","63","1","71.754372","0","63"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","8","9","1","7.206180","0","9"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","60","63","1","67.336281","0","63"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","92","98","1","103.620316","0","98"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","90","100","6","95.546616","0","100"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","60","63","1","0.000000","0","63"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","76","76","2","1366.037109","0","76"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","234","244","6","756.940735","0","244"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","33","33","1","37.447758","0","33"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","33","33","1","34.396523","0","33"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","54","54","1","25.060207","0","54"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","24","24","1","27.189848","0","24"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","10","10","1","9.402701","0","10"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","8","9","1","10.911876","0","9"
"/ControlRig/M_Manip.M_Manip","0","8","9","1","7.538460","0","9"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","3.246699","0","5"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","92","98","1","120.347733","0","98"
"/InterchangeAssets/gltf/M_Default.M_Default","0","242","260","6","855.715881","0","260"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","242","260","6","627.475647","0","260"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","234","244","6","602.904419","0","244"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","7","7","1","4.217349","0","7"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","87","87","1","104.857094","0","87"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","27","29","1","33.051193","0","29"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","12","12","1","14.053476","0","12"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","2.549252","0","2"
"/Game/Space_lvl/Sky/Skybox_space_mat.Skybox_space_mat","0","5","6","1","7.971599","0","6"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","12","12","1","8.955944","0","12"
"/Engine/EditorMaterials/Utilities/LinearColorPicker_MAT.LinearColorPicker_MAT","0","12","12","1","12.615335","0","12"
"/Game/Ship/Ship_Assets/spaceship/source/SpaceShip/Material_003.Material_003","0","12","12","1","12.739987","0","12"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","12","12","1","0.000000","0","12"
"/Engine/VREditor/TransformGizmo/Main.Main","0","3","3","1","1.407888","0","3"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","3","3","1","1.485660","0","3"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","25","25","1","13.306068","0","25"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","16.202364","0","12"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","6","1","5.820592","0","6"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","24","1","26.960615","0","24"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","123","123","1","143.356842","0","123"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","706","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","4","1","16.654303","0","4"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","18","20","1","56.410355","0","20"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","7","8","1","2.556378","0","8"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","29","31","1","22.459167","0","31"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","5","5","1","2.823536","0","5"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","7","7","1","3.127176","0","7"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","4","1","2.085075","0","4"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","62","65","1","37.167545","0","65"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","32","34","1","21.303782","0","34"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","26","26","1","14.556858","0","26"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","82","82","1","82.544991","0","82"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","10","11","1","6.090809","0","11"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1341","1364","1","1401.813965","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","62","65","1","0.000000","0","65"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","7","8","1","5.223268","0","8"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","14","16","1","11.025406","0","16"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","5","5","1","0.000000","0","5"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","26","26","1","18.502516","0","26"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","5","1","2.738953","0","5"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","14","1","7.012351","0","14"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","5","1","2.754149","0","5"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","63","63","1","36.810577","0","63"
